id_bairro,cd_geocmu,nome_bairro,numpoints,fonte,data_atualizacao
400046106,5208707,Cond Housing Flamboyant,1,SMS-Goiânia,2020-04-15
400015192,5208707,Jd. Ana Lúcia,1,SMS-Goiânia,2020-04-15
400027492,5208707,Parque Oeste Industrial,1,SMS-Goiânia,2020-04-15
400045942,5208707,Jd. das Rosas,1,SMS-Goiânia,2020-04-15
400022092,5208707,Alto da Glória,1,SMS-Goiânia,2020-04-15
400003092,5208707,Jd. Balneário Meia Ponte,1,SMS-Goiânia,2020-04-15
400005192,5208707,Setor Urias Magalhaes,1,SMS-Goiânia,2020-04-15
400031392,5208707,Setor Marechal Rondon,1,SMS-Goiânia,2020-04-15
400006292,5208707,Goiânia 2,1,SMS-Goiânia,2020-04-15
400006692,5208707,Setor Criméia Leste,1,SMS-Goiânia,2020-04-15
400036892,5208707,Parque Eldorado Oeste,1,SMS-Goiânia,2020-04-15
400011192,5208707,Setor Leste Vila Nova,1,SMS-Goiânia,2020-04-15
400015392,5208707,Chácara Santa Rita,1,SMS-Goiânia,2020-04-15
400020092,5208707,Res. Granville,1,SMS-Goiânia,2020-04-15
400030892,5208707,Vila Froes,1,SMS-Goiânia,2020-04-15
400046097,5208707,Jd. São José,1,SMS-Goiânia,2020-04-15
400022492,5208707,Conjunto Anhanguera,1,SMS-Goiânia,2020-04-15
400008792,5208707,Vila Pedroso,1,SMS-Goiânia,2020-04-15
400020492,5208707,Faicalville,1,SMS-Goiânia,2020-04-15
400020992,5208707,Setor Bela Vista,1,SMS-Goiânia,2020-04-15
400010792,5208707,Chácara Elisios Campos,1,SMS-Goiânia,2020-04-15
400046140,5208707,Res. Alice Barbosa,1,SMS-Goiânia,2020-04-15
400046152,5208707,Chácara Vilage Santa Rita,0,SMS-Goiânia,2020-04-15
400002992,5208707,Res. Maria Lourença,0,SMS-Goiânia,2020-04-15
400046408,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046597,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046629,5208707,Setor Empresarial,0,SMS-Goiânia,2020-04-15
400007292,5208707,Zona Industrial Pedro Abrão,0,SMS-Goiânia,2020-04-15
400046635,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046682,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046387,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046551,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045901,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046379,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046665,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046691,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045995,5208707,Cond. Santa Rita - 7a etapa,0,SMS-Goiânia,2020-04-15
400046058,5208707,Parque Industrial João Braz 2,0,SMS-Goiânia,2020-04-15
400046416,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046584,5208707,Res. Estrela D'alva,0,SMS-Goiânia,2020-04-15
400046448,5208707,Res. São Geraldo,0,SMS-Goiânia,2020-04-15
400046721,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046692,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046695,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046296,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046651,5208707,Res. Paulo Estrela,0,SMS-Goiânia,2020-04-15
400046185,5208707,Cond. Santa Rita 4a Etapa,0,SMS-Goiânia,2020-04-15
400046471,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046405,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046470,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046734,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046514,5208707,Res. Alice Barbosa extensão,0,SMS-Goiânia,2020-04-15
400046735,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046742,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046415,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046354,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046355,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400027892,5208707,Jd. Europa,0,SMS-Goiânia,2020-04-15
400046199,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046756,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046688,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046690,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046407,5208707,Jd. Colorado II,0,SMS-Goiânia,2020-04-15
400046729,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046645,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046608,5208707,Cond. Bougainville,0,SMS-Goiânia,2020-04-15
400046733,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046743,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046542,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046730,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046728,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046731,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046707,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046349,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046480,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046759,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046760,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046516,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046031,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046318,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046142,5208707,Vila Martins Extensão,0,SMS-Goiânia,2020-04-15
400046439,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046132,5208707,Jd. Clarissa,0,SMS-Goiânia,2020-04-15
400018592,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045925,5208707,Jd. Abaporu,0,SMS-Goiânia,2020-04-15
400046169,5208707,Lorena Parque Extensão,0,SMS-Goiânia,2020-04-15
400046352,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046342,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046340,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046044,5208707,Jd. Eli Forte - Complemento,0,SMS-Goiânia,2020-04-15
400046339,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046331,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046330,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046483,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045966,5208707,Conjunto Parque dos Eucaliptos,0,SMS-Goiânia,2020-04-15
400046279,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046061,5208707,Res. 14 Bis - Extensão,0,SMS-Goiânia,2020-04-15
400030992,5208707,Setor Urias Magalhães II,0,SMS-Goiânia,2020-04-15
400046118,5208707,Res. José Viandeli,0,SMS-Goiânia,2020-04-15
400046529,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400029892,5208707,Vila Ofugi,0,SMS-Goiânia,2020-04-15
400046130,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045975,5208707,Goiá 2 Complemento,0,SMS-Goiânia,2020-04-15
400046336,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046524,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046272,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046381,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046015,5208707,Jd. Presidente - Extensão II,0,SMS-Goiânia,2020-04-15
400046049,5208707,Res. Village Santa Rita II,0,SMS-Goiânia,2020-04-15
400046402,5208707,Jd. Colorado I,0,SMS-Goiânia,2020-04-15
400015992,5208707,Vila Irany,0,SMS-Goiânia,2020-04-15
400046023,5208707,Vilag Veneza,0,SMS-Goiânia,2020-04-15
400046070,5208707,Setor Areião II,0,SMS-Goiânia,2020-04-15
400045931,5208707,Capuava Residencial Prive,0,SMS-Goiânia,2020-04-15
400046201,5208707,Jd. Novo Petrópolis,0,SMS-Goiânia,2020-04-15
400046652,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045929,5208707,Jd. Eli Forte,0,SMS-Goiânia,2020-04-15
400046656,5208707,Res. Portal Anhanguera,0,SMS-Goiânia,2020-04-15
400046487,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046184,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046555,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046647,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046649,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046657,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046650,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046601,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046592,5208707,Faz São Jose,0,SMS-Goiânia,2020-04-15
400046658,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046680,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046673,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046674,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400029292,5208707,Vila São Paulo,0,SMS-Goiânia,2020-04-15
400046669,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046666,5208707,Res. Alphaville,0,SMS-Goiânia,2020-04-15
400046668,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046677,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046676,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046678,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046675,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046681,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046247,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400023592,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046683,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046686,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046646,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046324,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046698,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046705,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046700,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045943,5208707,Setor Grajau,0,SMS-Goiânia,2020-04-15
400000001,5208707,Res. Talisma I,0,SMS-Goiânia,2020-04-15
400046708,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046706,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046709,5208707,Setor dos Dourados Extensão,0,SMS-Goiânia,2020-04-15
400046429,5208707,Res. Flores do Parque,0,SMS-Goiânia,2020-04-15
400046717,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046716,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046761,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046358,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046685,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046703,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046713,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046725,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046723,5208707,Prive Elza Fronza - 2a Etapa,0,SMS-Goiânia,2020-04-15
400046243,5208707,Cond. Samambaia,0,SMS-Goiânia,2020-04-15
400046722,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046762,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046724,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046718,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045947,5208707,Res. Junqueira,0,SMS-Goiânia,2020-04-15
400046763,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046764,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046309,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046702,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046711,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400035092,5208707,Chácara Maria Dilce,0,SMS-Goiânia,2020-04-15
400046562,5208707,Res. Aruana - Complemento,0,SMS-Goiânia,2020-04-15
400046727,5208707,Jd. Caravelas 1a Etapa,0,SMS-Goiânia,2020-04-15
400046720,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400034092,5208707,Vila Teófilo Neto,0,SMS-Goiânia,2020-04-15
400046694,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046755,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046664,5208707,Jd. Goiás – Área I,0,SMS-Goiânia,2020-04-15
400046719,5208707,Parque Oeste Industrial - Prolongamento,0,SMS-Goiânia,2020-04-15
400046654,5208707,Setor São Jose,0,SMS-Goiânia,2020-04-15
400046570,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046715,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046732,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046469,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046739,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046738,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400000003,5208707,Res. Havai - Extensão,0,SMS-Goiânia,2020-04-15
400046040,5208707,Res. Forte Ville - Extensão,0,SMS-Goiânia,2020-04-15
400046737,5208707,Jd. São Jose I,0,SMS-Goiânia,2020-04-15
400046440,5208707,Setor Carolina Park Complemento,0,SMS-Goiânia,2020-04-15
400046736,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046696,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046749,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046744,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046653,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046750,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046197,5208707,Res. Tuzimoto,0,SMS-Goiânia,2020-04-15
400046567,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046543,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046701,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046341,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046351,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046574,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046523,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400035292,5208707,Chácara Maria Dilce,0,SMS-Goiânia,2020-04-15
400046268,5208707,Res. Real,0,SMS-Goiânia,2020-04-15
400046162,5208707,Jd. Lago Azul,0,SMS-Goiânia,2020-04-15
400019092,5208707,Vila Isaura,0,SMS-Goiânia,2020-04-15
400046434,5208707,Res. Orlando de Morais,0,SMS-Goiânia,2020-04-15
400046038,5208707,Jd. Santa Cecilia,0,SMS-Goiânia,2020-04-15
400046394,5208707,Res. Ville de France 1,0,SMS-Goiânia,2020-04-15
400046501,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046239,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046493,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046544,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046204,5208707,Jd. Gramado,0,SMS-Goiânia,2020-04-15
400046519,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046234,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400013692,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046238,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046670,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046672,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046671,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046699,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046687,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046368,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046065,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045998,5208707,Cond. Santa Rita - 9a etapa,0,SMS-Goiânia,2020-04-15
400046488,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046094,5208707,Chácara São José,0,SMS-Goiânia,2020-04-15
400019192,5208707,Vila Paraiso,0,SMS-Goiânia,2020-04-15
400046063,5208707,Vila São José - Extensão,0,SMS-Goiânia,2020-04-15
400046055,5208707,Res. Nunes de Morais 1a Etapa,0,SMS-Goiânia,2020-04-15
400046432,5208707,Res. Fonte das Águas,0,SMS-Goiânia,2020-04-15
400046042,5208707,Res. Talismã,0,SMS-Goiânia,2020-04-15
400046317,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046127,5208707,Res. Fidélis,0,SMS-Goiânia,2020-04-15
400046400,5208707,Res. Buena Vista I,0,SMS-Goiânia,2020-04-15
400045964,5208707,Carolina Parque,0,SMS-Goiânia,2020-04-15
400019292,5208707,Vila Vera Cruz,0,SMS-Goiânia,2020-04-15
400046333,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046332,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400025692,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046679,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045919,5208707,da Vitória,0,SMS-Goiânia,2020-04-15
400046198,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046335,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046334,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046306,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046751,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046446,5208707,Res. Alice Barbosa I,0,SMS-Goiânia,2020-04-15
400046337,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046327,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046550,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046313,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046310,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046499,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046113,5208707,Chácara Coimbra,0,SMS-Goiânia,2020-04-15
400045981,5208707,Chácara Cidade Pompeu,0,SMS-Goiânia,2020-04-15
400046303,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046580,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046492,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046540,5208707,Chácara Vau das Pombas,0,SMS-Goiânia,2020-04-15
400046577,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046249,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400023892,5208707,Conjunto Fabiana,0,SMS-Goiânia,2020-04-15
400013292,5208707,Condomínio: Residencial Malibu,0,SMS-Goiânia,2020-04-15
400046236,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046017,5208707,Jd. Presidente - Extensão,0,SMS-Goiânia,2020-04-15
400045978,5208707,Cjr Campus,0,SMS-Goiânia,2020-04-15
400012192,5208707,Res. Sonho Verde Complemento,0,SMS-Goiânia,2020-04-15
400046018,5208707,Parque das Paineiras IV Etapa,0,SMS-Goiânia,2020-04-15
400046293,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046549,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046548,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400001592,5208707,Res. Fortaleza,0,SMS-Goiânia,2020-04-15
400046380,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046552,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400006992,5208707,Cjr Yara,0,SMS-Goiânia,2020-04-15
400046528,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046363,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046190,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046490,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046517,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046643,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046376,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046530,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046285,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046093,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046217,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045992,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046237,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046219,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400028192,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046359,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045906,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046308,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046212,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046027,5208707,Res. Mendanha,0,SMS-Goiânia,2020-04-15
400046397,5208707,Jd. Verona,0,SMS-Goiânia,2020-04-15
400045961,5208707,Res. Olinda,0,SMS-Goiânia,2020-04-15
400046556,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400045951,5208707,Res. São Leopoldo - Complemento,0,SMS-Goiânia,2020-04-15
400012492,5208707,Res. Sonho Verde,0,SMS-Goiânia,2020-04-15
400046559,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046558,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046192,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046594,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046553,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046325,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046091,5208707,Jd. Atenas,0,SMS-Goiânia,2020-04-15
400046019,5208707,Parque das Paineiras III Etapa,0,SMS-Goiânia,2020-04-15
400010392,5208707,Feliz,0,SMS-Goiânia,2020-04-15
400046485,5208707,Jd. Gardênia,0,SMS-Goiânia,2020-04-15
400000002,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046276,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400020692,5208707,Vila Rezende,0,SMS-Goiânia,2020-04-15
400046689,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046648,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046667,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046710,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046659,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046662,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046714,5208707,Res. Jucelino Kubitschek,0,SMS-Goiânia,2020-04-15
400046758,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046712,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046660,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046661,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046704,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046372,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046539,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046726,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046436,5208707,Res. Lucy Pinheiro,0,SMS-Goiânia,2020-04-15
400009292,5208707,Vila Matilde,0,SMS-Goiânia,2020-04-15
400046531,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046697,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046757,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046568,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046200,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046693,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046684,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046457,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046741,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046754,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046752,5208707,Gleba,0,SMS-Goiânia,2020-04-15
400046753,5208707,Res. Solar Ville Complemento,0,SMS-Goiânia,2020-04-15
400009092,5208707,Jd. Dom Fernando I,0,SMS-Goiânia,2020-04-15
400046403,5208707,Res. Recanto dos Buritis,0,SMS-Goiânia,2020-04-15
400045903,5208707,Vila Fernandes,0,SMS-Goiânia,2020-04-15
